attribute,age_group,gender_group,cohort,item_id,delta,source,destination,active_waveform_score,active_waveform_shift,active_ranker_shift,source_cosine
age,young_20s,male,20s M,GLOBE::train::S_021413::00039664_000006.v2.vad,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0268_GLOBE__train__S_021413__00039664_000006_v2_vad_age_-2.00.wav,audio/age/young_20s_male/age_m2p0.wav,0.1674253493547439,-0.038773626089096,-0.3979808688163757,0.772525429725647
age,young_20s,male,20s M,GLOBE::train::S_021413::00039664_000006.v2.vad,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0268_GLOBE__train__S_021413__00039664_000006_v2_vad_age_-1.00.wav,audio/age/young_20s_male/age_m1p0.wav,0.174972265958786,-0.031226709485054,-0.3979808688163757,0.9207683205604552
age,young_20s,male,20s M,GLOBE::train::S_021413::00039664_000006.v2.vad,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0268_GLOBE__train__S_021413__00039664_000006_v2_vad_age_+0.00.wav,audio/age/young_20s_male/age_p0p0.wav,0.20619897544384,0.0,-0.0219054818153381,0.9999593496322632
age,young_20s,male,20s M,GLOBE::train::S_021413::00039664_000006.v2.vad,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0268_GLOBE__train__S_021413__00039664_000006_v2_vad_age_+1.00.wav,audio/age/young_20s_male/age_p1p0.wav,0.492774099111557,0.286575123667717,1.0380134582519531,0.9162540435791016
age,young_20s,male,20s M,GLOBE::train::S_021413::00039664_000006.v2.vad,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0268_GLOBE__train__S_021413__00039664_000006_v2_vad_age_+2.00.wav,audio/age/young_20s_male/age_p2p0.wav,0.7383046746253967,0.5321056991815567,1.6020190715789795,0.8644273281097412
age,young_20s,male,20s M,GLOBE::train::S_021413::00039664_000006.v2.vad,source,/data/waris/data/GLOBE/data/train/S_021413/wav/00039664_000006.v2.vad.wav,audio/age/young_20s_male/source.wav,,,,
age,young_20s,female,20s F,GLOBE::train::S_008132::00022382_000004.v2.vad,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0212_GLOBE__train__S_008132__00022382_000004_v2_vad_age_-2.00.wav,audio/age/young_20s_female/age_m2p0.wav,0.201819896697998,-0.0859234631061554,-0.6528853178024292,0.8492375612258911
age,young_20s,female,20s F,GLOBE::train::S_008132::00022382_000004.v2.vad,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0212_GLOBE__train__S_008132__00022382_000004_v2_vad_age_-1.00.wav,audio/age/young_20s_female/age_m1p0.wav,0.2844041883945465,-0.0033391714096069,-0.6528853178024292,0.9429860711097716
age,young_20s,female,20s F,GLOBE::train::S_008132::00022382_000004.v2.vad,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0212_GLOBE__train__S_008132__00022382_000004_v2_vad_age_+0.00.wav,audio/age/young_20s_female/age_p0p0.wav,0.2877433598041534,0.0,-0.0311552882194519,0.9999642372131348
age,young_20s,female,20s F,GLOBE::train::S_008132::00022382_000004.v2.vad,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0212_GLOBE__train__S_008132__00022382_000004_v2_vad_age_+1.00.wav,audio/age/young_20s_female/age_p1p0.wav,0.6686833500862122,0.3809399902820587,1.0550216436386108,0.961583971977234
age,young_20s,female,20s F,GLOBE::train::S_008132::00022382_000004.v2.vad,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0212_GLOBE__train__S_008132__00022382_000004_v2_vad_age_+2.00.wav,audio/age/young_20s_female/age_p2p0.wav,0.7958754301071167,0.5081320703029633,1.3471146821975708,0.8828738927841187
age,young_20s,female,20s F,GLOBE::train::S_008132::00022382_000004.v2.vad,source,/data/waris/data/GLOBE/data/train/S_008132/wav/00022382_000004.v2.vad.wav,audio/age/young_20s_female/source.wav,,,,
age,mid_40s,male,40s M,AESRC::Indian_G0760::G0760S1086,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0057_AESRC__Indian_G0760__G0760S1086_age_-2.00.wav,audio/age/mid_40s_male/age_m2p0.wav,0.1820297390222549,-0.1949183195829391,-0.3999150395393371,0.769568920135498
age,mid_40s,male,40s M,AESRC::Indian_G0760::G0760S1086,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0057_AESRC__Indian_G0760__G0760S1086_age_-1.00.wav,audio/age/mid_40s_male/age_m1p0.wav,0.2054256051778793,-0.1715224534273147,-0.3999150395393371,0.9099026322364808
age,mid_40s,male,40s M,AESRC::Indian_G0760::G0760S1086,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0057_AESRC__Indian_G0760__G0760S1086_age_+0.00.wav,audio/age/mid_40s_male/age_p0p0.wav,0.3769480586051941,0.0,-0.0324798822402954,0.9999269247055054
age,mid_40s,male,40s M,AESRC::Indian_G0760::G0760S1086,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0057_AESRC__Indian_G0760__G0760S1086_age_+1.00.wav,audio/age/mid_40s_male/age_p1p0.wav,0.6948062181472778,0.3178581595420837,1.043210506439209,0.947851836681366
age,mid_40s,male,40s M,AESRC::Indian_G0760::G0760S1086,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0057_AESRC__Indian_G0760__G0760S1086_age_+2.00.wav,audio/age/mid_40s_male/age_p2p0.wav,0.7526938319206238,0.3757457733154297,1.6000850200653076,0.864481508731842
age,mid_40s,male,40s M,AESRC::Indian_G0760::G0760S1086,source,/data/waris/data/AESRC/data/Indian_G0760/wav/G0760S1086.wav,audio/age/mid_40s_male/source.wav,,,,
age,mid_40s,female,40s F,GLOBE::train::S_021246::00035324_000006.v2.vad,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0019_GLOBE__train__S_021246__00035324_000006_v2_vad_age_-2.00.wav,audio/age/mid_40s_female/age_m2p0.wav,0.2034911215305328,-0.3644931614398956,-0.7013994455337524,0.8373060822486877
age,mid_40s,female,40s F,GLOBE::train::S_021246::00035324_000006.v2.vad,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0019_GLOBE__train__S_021246__00035324_000006_v2_vad_age_-1.00.wav,audio/age/mid_40s_female/age_m1p0.wav,0.2764681279659271,-0.2915161550045013,-0.7013994455337524,0.9323996305465698
age,mid_40s,female,40s F,GLOBE::train::S_021246::00035324_000006.v2.vad,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0019_GLOBE__train__S_021246__00035324_000006_v2_vad_age_+0.00.wav,audio/age/mid_40s_female/age_p0p0.wav,0.5679842829704285,0.0,-0.0190753936767578,0.9999713897705078
age,mid_40s,female,40s F,GLOBE::train::S_021246::00035324_000006.v2.vad,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0019_GLOBE__train__S_021246__00035324_000006_v2_vad_age_+1.00.wav,audio/age/mid_40s_female/age_p1p0.wav,0.6385675668716431,0.0705832839012146,0.9975543022155762,0.9562180042266846
age,mid_40s,female,40s F,GLOBE::train::S_021246::00035324_000006.v2.vad,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0019_GLOBE__train__S_021246__00035324_000006_v2_vad_age_+2.00.wav,audio/age/mid_40s_female/age_p2p0.wav,0.7815430164337158,0.2135587334632873,1.2986005544662476,0.8632012605667114
age,mid_40s,female,40s F,GLOBE::train::S_021246::00035324_000006.v2.vad,source,/data/waris/data/GLOBE/data/train/S_021246/wav/00035324_000006.v2.vad.wav,audio/age/mid_40s_female/source.wav,,,,
age,senior_60s,male,60s M,GLOBE::train::S_002429::00306976_000012.v2.vad,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0152_GLOBE__train__S_002429__00306976_000012_v2_vad_age_-2.00.wav,audio/age/senior_60s_male/age_m2p0.wav,0.2285479456186294,-0.3080450743436813,-1.321608066558838,0.8934758901596069
age,senior_60s,male,60s M,GLOBE::train::S_002429::00306976_000012.v2.vad,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0152_GLOBE__train__S_002429__00306976_000012_v2_vad_age_-1.00.wav,audio/age/senior_60s_male/age_m1p0.wav,0.4068034887313843,-0.1297895312309265,-0.9070899486541748,0.9299840927124025
age,senior_60s,male,60s M,GLOBE::train::S_002429::00306976_000012.v2.vad,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0152_GLOBE__train__S_002429__00306976_000012_v2_vad_age_+0.00.wav,audio/age/senior_60s_male/age_p0p0.wav,0.5365930199623108,0.0,-0.0211971998214721,0.9999449253082277
age,senior_60s,male,60s M,GLOBE::train::S_002429::00306976_000012.v2.vad,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0152_GLOBE__train__S_002429__00306976_000012_v2_vad_age_+1.00.wav,audio/age/senior_60s_male/age_p1p0.wav,0.7221906781196594,0.1855976581573486,0.6783919334411621,0.8959495425224304
age,senior_60s,male,60s M,GLOBE::train::S_002429::00306976_000012.v2.vad,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0152_GLOBE__train__S_002429__00306976_000012_v2_vad_age_+2.00.wav,audio/age/senior_60s_male/age_p2p0.wav,0.759064257144928,0.2224712371826172,0.6783919334411621,0.7694084048271179
age,senior_60s,male,60s M,GLOBE::train::S_002429::00306976_000012.v2.vad,source,/data/waris/data/GLOBE/data/train/S_002429/wav/00306976_000012.v2.vad.wav,audio/age/senior_60s_male/source.wav,,,,
age,senior_60s,female,60s F,AESRC::Indian_G01565::G01565S1260,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0102_AESRC__Indian_G01565__G01565S1260_age_-2.00.wav,audio/age/senior_60s_female/age_m2p0.wav,0.2006208002567291,-0.4404561817646026,-0.3997098207473755,0.7954329252243042
age,senior_60s,female,60s F,AESRC::Indian_G01565::G01565S1260,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0102_AESRC__Indian_G01565__G01565S1260_age_-1.00.wav,audio/age/senior_60s_female/age_m1p0.wav,0.4189889132976532,-0.2220880687236786,-0.3997098207473755,0.9163773655891418
age,senior_60s,female,60s F,AESRC::Indian_G01565::G01565S1260,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0102_AESRC__Indian_G01565__G01565S1260_age_+0.00.wav,audio/age/senior_60s_female/age_p0p0.wav,0.6410769820213318,0.0,-0.0316411852836608,0.9999672174453736
age,senior_60s,female,60s F,AESRC::Indian_G01565::G01565S1260,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0102_AESRC__Indian_G01565__G01565S1260_age_+1.00.wav,audio/age/senior_60s_female/age_p1p0.wav,0.6811530590057373,0.0400760769844055,1.1571635007858276,0.9294990301132202
age,senior_60s,female,60s F,AESRC::Indian_G01565::G01565S1260,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0102_AESRC__Indian_G01565__G01565S1260_age_+2.00.wav,audio/age/senior_60s_female/age_p2p0.wav,0.7690338492393494,0.1279568672180175,1.6002901792526243,0.9066359996795654
age,senior_60s,female,60s F,AESRC::Indian_G01565::G01565S1260,source,/data/waris/data/AESRC/data/Indian_G01565/wav/G01565S1260.wav,audio/age/senior_60s_female/source.wav,,,,
gender_male,young_20s,male,20s M,GLOBE::train::S_002333::00266973_000004.v2.vad,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0261_GLOBE__train__S_002333__00266973_000004_v2_vad_gender_male_-2.00.wav,audio/gender_male/young_20s_male/gender_male_m2p0.wav,0.0018732513999566,-0.9947005544090644,-1.5401513576507568,0.9183399677276612
gender_male,young_20s,male,20s M,GLOBE::train::S_002333::00266973_000004.v2.vad,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0261_GLOBE__train__S_002333__00266973_000004_v2_vad_gender_male_-1.00.wav,audio/gender_male/young_20s_male/gender_male_m1p0.wav,0.9600051045417786,-0.0365687012672424,-0.8035327196121216,0.9636726379394532
gender_male,young_20s,male,20s M,GLOBE::train::S_002333::00266973_000004.v2.vad,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0261_GLOBE__train__S_002333__00266973_000004_v2_vad_gender_male_+0.00.wav,audio/gender_male/young_20s_male/gender_male_p0p0.wav,0.996573805809021,0.0,0.0111472606658935,0.9999716877937316
gender_male,young_20s,male,20s M,GLOBE::train::S_002333::00266973_000004.v2.vad,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0261_GLOBE__train__S_002333__00266973_000004_v2_vad_gender_male_+1.00.wav,audio/gender_male/young_20s_male/gender_male_p1p0.wav,0.9980637431144714,0.0014899373054504,0.4598486423492431,0.9030064344406128
gender_male,young_20s,male,20s M,GLOBE::train::S_002333::00266973_000004.v2.vad,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0261_GLOBE__train__S_002333__00266973_000004_v2_vad_gender_male_+2.00.wav,audio/gender_male/young_20s_male/gender_male_p2p0.wav,0.9978725910186768,0.0012987852096557,0.4598486423492431,0.7488413453102112
gender_male,young_20s,male,20s M,GLOBE::train::S_002333::00266973_000004.v2.vad,source,/data/waris/data/GLOBE/data/train/S_002333/wav/00266973_000004.v2.vad.wav,audio/gender_male/young_20s_male/source.wav,,,,
gender_male,young_20s,female,20s F,LibriTTS::7481::7481_101276_000139_000000,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0228_LibriTTS__7481__7481_101276_000139_000000_gender_male_-2.00.wav,audio/gender_male/young_20s_female/gender_male_m2p0.wav,0.0014426063280552,-0.0018787141889333,-0.7748650312423706,0.8518044948577881
gender_male,young_20s,female,20s F,LibriTTS::7481::7481_101276_000139_000000,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0228_LibriTTS__7481__7481_101276_000139_000000_gender_male_-1.00.wav,audio/gender_male/young_20s_female/gender_male_m1p0.wav,0.0012184819206595,-0.002102838596329,-0.7526382207870483,0.9628345370292664
gender_male,young_20s,female,20s F,LibriTTS::7481::7481_101276_000139_000000,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0228_LibriTTS__7481__7481_101276_000139_000000_gender_male_+0.00.wav,audio/gender_male/young_20s_female/gender_male_p0p0.wav,0.0033213205169886,0.0,0.0289649367332458,0.9999223947525024
gender_male,young_20s,female,20s F,LibriTTS::7481::7481_101276_000139_000000,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0228_LibriTTS__7481__7481_101276_000139_000000_gender_male_+1.00.wav,audio/gender_male/young_20s_female/gender_male_p1p0.wav,0.9231359958648682,0.9198146753478796,0.9809632301330566,0.9128955006599426
gender_male,young_20s,female,20s F,LibriTTS::7481::7481_101276_000139_000000,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0228_LibriTTS__7481__7481_101276_000139_000000_gender_male_+2.00.wav,audio/gender_male/young_20s_female/gender_male_p2p0.wav,0.9903631806373596,0.987041860120371,1.2251349687576294,0.8433175086975098
gender_male,young_20s,female,20s F,LibriTTS::7481::7481_101276_000139_000000,source,/data/waris/data/streamVC_data/data/7481/wav/7481_101276_000139_000000.wav,audio/gender_male/young_20s_female/source.wav,,,,
gender_male,mid_40s,male,40s M,VoxCeleb1::train::id11214::kf1ELZhWtEM::00004,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0099_VoxCeleb1__train__id11214__kf1ELZhWtEM__00004_gender_male_-2.00.wav,audio/gender_male/mid_40s_male/gender_male_m2p0.wav,0.0016203473787754,-0.9959465910214932,-1.8389793634414675,0.8970968723297119
gender_male,mid_40s,male,40s M,VoxCeleb1::train::id11214::kf1ELZhWtEM::00004,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0099_VoxCeleb1__train__id11214__kf1ELZhWtEM__00004_gender_male_-1.00.wav,audio/gender_male/mid_40s_male/gender_male_m1p0.wav,0.9969835877418518,-0.0005833506584167,-0.9058422446250916,0.8888366222381592
gender_male,mid_40s,male,40s M,VoxCeleb1::train::id11214::kf1ELZhWtEM::00004,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0099_VoxCeleb1__train__id11214__kf1ELZhWtEM__00004_gender_male_+0.00.wav,audio/gender_male/mid_40s_male/gender_male_p0p0.wav,0.9975669384002686,0.0,0.036574363708496,0.9994162321090698
gender_male,mid_40s,male,40s M,VoxCeleb1::train::id11214::kf1ELZhWtEM::00004,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0099_VoxCeleb1__train__id11214__kf1ELZhWtEM__00004_gender_male_+1.00.wav,audio/gender_male/mid_40s_male/gender_male_p1p0.wav,0.9990431666374208,0.001476228237152,0.1610206365585327,0.86095130443573
gender_male,mid_40s,male,40s M,VoxCeleb1::train::id11214::kf1ELZhWtEM::00004,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0099_VoxCeleb1__train__id11214__kf1ELZhWtEM__00004_gender_male_+2.00.wav,audio/gender_male/mid_40s_male/gender_male_p2p0.wav,0.9993051290512084,0.0017381906509399,0.1610206365585327,0.7442069053649902
gender_male,mid_40s,male,40s M,VoxCeleb1::train::id11214::kf1ELZhWtEM::00004,source,/data/waris/data/Voxceleb/voxceleb1/train/wav/id11214/kf1ELZhWtEM/00004.wav,audio/gender_male/mid_40s_male/source.wav,,,,
gender_male,mid_40s,female,40s F,VoxCeleb1::train::id10968::t3z1N9QWI_8::00005,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0046_VoxCeleb1__train__id10968__t3z1N9QWI_8__00005_gender_male_-2.00.wav,audio/gender_male/mid_40s_female/gender_male_m2p0.wav,0.0009321413817815,-0.0911502696690149,-0.727118194103241,0.8690195083618164
gender_male,mid_40s,female,40s F,VoxCeleb1::train::id10968::t3z1N9QWI_8::00005,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0046_VoxCeleb1__train__id10968__t3z1N9QWI_8__00005_gender_male_-1.00.wav,audio/gender_male/mid_40s_female/gender_male_m1p0.wav,0.0014571680221706,-0.0906252430286258,-0.7230512499809265,0.928908348083496
gender_male,mid_40s,female,40s F,VoxCeleb1::train::id10968::t3z1N9QWI_8::00005,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0046_VoxCeleb1__train__id10968__t3z1N9QWI_8__00005_gender_male_+0.00.wav,audio/gender_male/mid_40s_female/gender_male_p0p0.wav,0.0920824110507965,0.0,0.0270441770553588,0.999953031539917
gender_male,mid_40s,female,40s F,VoxCeleb1::train::id10968::t3z1N9QWI_8::00005,1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0046_VoxCeleb1__train__id10968__t3z1N9QWI_8__00005_gender_male_+1.00.wav,audio/gender_male/mid_40s_female/gender_male_p1p0.wav,0.7679302096366882,0.6758477985858917,1.0039381980895996,0.9588383436203004
gender_male,mid_40s,female,40s F,VoxCeleb1::train::id10968::t3z1N9QWI_8::00005,2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0046_VoxCeleb1__train__id10968__t3z1N9QWI_8__00005_gender_male_+2.00.wav,audio/gender_male/mid_40s_female/gender_male_p2p0.wav,0.9922029972076416,0.9001205861568451,1.2728817462921145,0.867272138595581
gender_male,mid_40s,female,40s F,VoxCeleb1::train::id10968::t3z1N9QWI_8::00005,source,/data/waris/data/Voxceleb/voxceleb1/train/wav/id10968/t3z1N9QWI_8/00005.wav,audio/gender_male/mid_40s_female/source.wav,,,,
gender_male,senior_60s,male,60s M,NaturalVoices::MSP-PODCAST_6709::MSP-PODCAST_6709_14,-2.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0187_NaturalVoices__MSP_PODCAST_6709__MSP_PODCAST_6709_14_gender_male_-2.00.wav,audio/gender_male/senior_60s_male/gender_male_m2p0.wav,0.0019843790214508,-0.9936464813072234,-1.6833672523498535,0.939411759376526
gender_male,senior_60s,male,60s M,NaturalVoices::MSP-PODCAST_6709::MSP-PODCAST_6709_14,-1.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0187_NaturalVoices__MSP_PODCAST_6709__MSP_PODCAST_6709_14_gender_male_-1.00.wav,audio/gender_male/senior_60s_male/gender_male_m1p0.wav,0.986900508403778,-0.0087303519248962,-0.8824172019958496,0.9051396250724792
gender_male,senior_60s,male,60s M,NaturalVoices::MSP-PODCAST_6709::MSP-PODCAST_6709_14,0.0,/data/waris/code/TVTSynCtrl/results/relgan_raft_hnr_fixed_ablation_paper_v2/20260622_114538/hnr_fixed_no_adversarial_paper_v2_20260622_114538/audio/audio_eval/audio/0187_NaturalVoices__MSP_PODCAST_6709__MSP_PODCAST_6709_14_gender_male_+0.00.wav,audio/gender_male/senior_60s_male/gender_male_p0p0.wav,0.9956308603286744,0.0,0.0299384593963623,0.9999223947525024
